Nitrogen,Lead,pH,Trichloroacetic_acid,Ozone,Phosphorus,Monochloroacetic_acid,Nitrates,Chloride,Fluoride,Carbonates
3.25,1.138,4.306,0.7530000000000001,0.5484,1.592872,7.21,14.250000000000002,18.1,1.215,77.5
2.2600000000000002,0.7530000000000001,4.3500000000000005,0.9400000000000001,0.5693,1.5947200000000001,8.200000000000001,12.71,23.6,1.193,74.2
4.3500000000000005,1.0390000000000001,4.119,1.138,0.6034,1.60044,11.39,10.4,10.4,1.138,47.800000000000004
2.9200000000000004,0.8740000000000001,4.042000000000001,0.907,0.5825,1.5978,10.840000000000002,10.62,6.0,1.182,14.8
3.25,0.885,3.9650000000000003,0.9950000000000001,0.6012,1.5990980000000001,11.5,10.840000000000002,22.5,0.9730000000000001,97.30000000000001
3.14,0.8520000000000001,4.119,0.984,0.5671,1.594324,7.870000000000001,13.26,26.900000000000002,1.3800000000000001,37.900000000000006
2.7,0.907,4.053000000000001,0.8520000000000001,0.5682,1.59417,8.420000000000002,12.930000000000001,17.0,1.303,31.300000000000004
3.25,1.2645,4.339,0.5,0.5825,1.5978,8.530000000000001,10.62,3.8000000000000003,1.072,14.8
2.1500000000000004,1.05,4.1850000000000005,0.544,0.5935,1.59538,8.09,10.950000000000001,21.400000000000002,1.358,54.400000000000006
3.3600000000000003,1.27,4.284000000000001,0.588,0.6166,1.5963150000000002,7.76,11.72,15.900000000000002,1.138,30.200000000000003
2.59,0.7530000000000001,4.031000000000001,0.962,0.5759,1.593136,9.52,14.030000000000001,10.4,1.094,19.200000000000003
3.4700000000000006,1.105,4.042000000000001,0.7530000000000001,0.6001,1.59934,11.940000000000001,11.830000000000002,20.3,1.2040000000000002,53.300000000000004
5.340000000000001,1.072,4.416,0.588,0.5781000000000001,1.596106,7.320000000000001,13.26,12.600000000000001,1.193,35.7
9.63,0.8300000000000001,3.811,1.2480000000000002,0.555,1.5924760000000002,9.190000000000001,14.030000000000001,41.75,1.061,306.3
2.2600000000000002,1.105,4.207000000000001,0.533,0.5792,1.5951600000000001,8.530000000000001,10.4,19.200000000000003,1.028,46.7
2.1500000000000004,0.984,4.218,0.962,0.6595,1.5981520000000002,11.940000000000001,11.39,37.900000000000006,1.4460000000000002,53.300000000000004
2.4800000000000004,1.0390000000000001,3.9980000000000007,0.896,0.7442,1.5978,9.63,10.950000000000001,7.1000000000000005,1.1600000000000001,18.1
2.7,1.5725,4.1850000000000005,0.544,0.5957,1.595215,8.200000000000001,10.840000000000002,13.700000000000001,1.1600000000000001,74.2
2.9200000000000004,1.138,4.482000000000001,0.5,0.6056,1.5951270000000002,7.65,13.15,3.8000000000000003,1.182,14.8
2.7,1.116,4.042000000000001,0.544,0.5902000000000001,1.5973600000000001,9.740000000000002,11.06,11.5,0.984,24.700000000000003
2.7,1.3195000000000001,4.064,1.116,0.6298,1.5964800000000001,9.3,10.840000000000002,33.5,1.226,147.9
2.59,1.4405000000000001,4.13,0.522,0.5704,1.594192,7.870000000000001,12.325000000000001,32.400000000000006,1.116,42.300000000000004
3.14,0.918,4.042000000000001,1.05,0.6144000000000001,1.596073,11.610000000000001,13.26,7.1000000000000005,1.215,14.8
2.8100000000000005,1.061,4.163,0.511,0.5814,1.59538,7.98,10.950000000000001,10.4,1.116,28.000000000000004
3.14,1.116,4.1080000000000005,0.863,0.5979,1.5969200000000001,10.950000000000001,13.480000000000002,39.0,1.303,74.2
3.8000000000000003,0.808,4.229000000000001,1.1600000000000001,0.6144000000000001,1.598108,9.52,12.16,11.5,1.2480000000000002,24.700000000000003
2.2600000000000002,0.764,4.152,0.9400000000000001,0.5616,1.59637,9.190000000000001,10.07,12.600000000000001,1.457,28.000000000000004
2.9200000000000004,0.7530000000000001,4.053000000000001,0.907,0.5627,1.595754,11.72,10.730000000000002,15.900000000000002,1.0390000000000001,40.1
5.56,0.9345000000000001,4.097,1.0060000000000002,0.6034,1.5960290000000001,10.840000000000002,13.92,3.8000000000000003,1.2040000000000002,11.5
2.4800000000000004,0.907,4.218,0.8520000000000001,0.5726,1.594016,9.850000000000001,13.480000000000002,29.1,1.292,56.6
3.25,1.226,3.8660000000000005,0.764,0.5935,1.5992300000000002,12.82,12.600000000000001,18.1,1.292,58.800000000000004
3.3600000000000003,1.094,4.229000000000001,0.797,0.5924,1.5960400000000001,8.420000000000002,12.600000000000001,13.700000000000001,1.2810000000000001,86.30000000000001
2.9200000000000004,1.1600000000000001,3.9650000000000003,0.775,0.6298,1.595776,9.63,11.280000000000001,10.4,1.0830000000000002,42.300000000000004
2.7,1.193,4.284000000000001,0.533,0.588,1.595358,8.86,12.490000000000002,30.200000000000003,1.2040000000000002,47.800000000000004
3.14,0.764,3.9540000000000006,1.0390000000000001,0.5825,1.59758,11.72,11.940000000000001,11.5,1.171,31.300000000000004
2.7,1.072,4.042000000000001,0.9950000000000001,0.588,1.597514,11.940000000000001,13.040000000000001,7.1000000000000005,1.336,14.8
2.37,1.0060000000000002,4.229000000000001,0.764,0.5847,1.5942800000000001,7.870000000000001,12.16,20.3,1.1600000000000001,37.900000000000006
3.69,0.896,4.053000000000001,1.2040000000000002,0.6342,1.5978,11.72,14.250000000000002,11.5,1.226,45.6
2.7,1.3635000000000002,4.031000000000001,1.072,0.6342,1.5965900000000002,9.41,10.730000000000002,41.2,1.259,168.8
2.8100000000000005,1.6055,4.053000000000001,0.665,0.6122,1.595644,8.97,11.5,12.600000000000001,1.028,35.7
3.3600000000000003,1.3635000000000002,4.196,0.5,0.6023000000000001,1.59934,10.51,10.840000000000002,12.600000000000001,1.4460000000000002,31.300000000000004
2.8100000000000005,0.918,3.9210000000000003,1.105,0.5781000000000001,1.5984600000000002,13.480000000000002,12.380000000000003,6.0,1.182,21.400000000000002
2.59,0.9730000000000001,3.943,1.27,1.0104,1.59714,9.08,10.840000000000002,24.700000000000003,1.9080000000000001,74.2
15.680000000000001,1.05,3.9760000000000004,1.05,0.7255,1.6026620000000003,11.39,10.180000000000001,53.300000000000004,1.3250000000000002,90.7
2.8100000000000005,1.6990000000000003,4.361000000000001,0.5660000000000001,0.5671,1.5942800000000001,8.09,13.040000000000001,13.700000000000001,0.9730000000000001,34.6
2.9200000000000004,1.0390000000000001,4.009,1.0390000000000001,0.5913,1.6,13.370000000000001,10.62,6.0,0.9730000000000001,17.0
2.7,0.8300000000000001,4.284000000000001,0.962,0.5572,1.59593,8.86,13.590000000000002,7.1000000000000005,1.4020000000000001,26.900000000000002
2.59,1.2535000000000003,4.460000000000001,0.5,0.5737,1.59769,8.200000000000001,11.39,44.5,1.391,69.80000000000001
2.7,1.127,4.119,0.841,0.5869,1.5964470000000002,9.190000000000001,10.950000000000001,11.5,1.259,87.4
2.2600000000000002,1.116,3.9650000000000003,0.698,0.5858,1.595336,10.62,11.39,11.5,1.0390000000000001,23.6
2.4800000000000004,0.8520000000000001,3.8440000000000003,1.061,0.8751,1.5965900000000002,9.190000000000001,10.62,19.200000000000003,1.6880000000000002,62.10000000000001
2.8100000000000005,1.237,4.339,0.588,0.5495,1.5943900000000002,7.540000000000001,13.040000000000001,21.400000000000002,1.0390000000000001,53.300000000000004
3.03,1.215,4.537,0.522,0.6034,1.5992300000000002,8.420000000000002,11.17,6.0,1.3800000000000001,34.6
3.3600000000000003,0.896,4.229000000000001,0.819,0.5957,1.596095,8.64,12.600000000000001,29.1,1.2480000000000002,79.7
4.68,0.8300000000000001,4.097,1.0390000000000001,0.599,1.594478,9.63,13.81,12.600000000000001,1.2040000000000002,26.900000000000002
3.03,1.149,4.306,0.984,0.5781000000000001,1.59912,10.950000000000001,10.950000000000001,23.6,1.193,75.30000000000001
2.4800000000000004,1.2480000000000002,4.394,0.522,0.5957,1.59384,6.88,11.5,23.6,1.072,103.9
3.3600000000000003,1.5120000000000002,4.328,0.764,0.5957,1.5997800000000002,10.62,11.280000000000001,13.700000000000001,1.094,102.80000000000001
3.69,1.017,4.119,1.0390000000000001,0.5935,1.59802,10.180000000000001,11.280000000000001,19.200000000000003,1.1600000000000001,121.50000000000001
2.37,1.9630000000000003,4.383,0.5,0.5891,1.5960400000000001,9.52,12.490000000000002,3.8000000000000003,1.0390000000000001,13.700000000000001
2.7,0.918,4.053000000000001,0.841,0.5616,1.594192,8.420000000000002,12.930000000000001,17.0,1.336,32.400000000000006
2.4800000000000004,1.2040000000000002,4.449,0.731,0.5891,1.596579,7.540000000000001,11.280000000000001,15.900000000000002,1.226,34.6
2.7,1.138,3.9100000000000006,0.72,0.5803,1.594434,8.75,10.730000000000002,37.900000000000006,0.9730000000000001,48.900000000000006
2.9200000000000004,0.896,4.207000000000001,1.0830000000000002,0.7530000000000001,1.59274,7.540000000000001,14.140000000000002,21.400000000000002,1.5230000000000001,39.0
5.23,1.193,4.0200000000000005,0.5,0.6023000000000001,1.595138,7.76,10.950000000000001,56.6,0.9950000000000001,85.75
3.03,0.9730000000000001,4.1850000000000005,1.072,0.5913,1.5973600000000001,10.62,12.930000000000001,15.900000000000002,1.171,25.8
3.3600000000000003,0.885,4.218,1.1600000000000001,0.5803,1.596216,8.86,12.71,25.8,1.3690000000000002,48.900000000000006
2.59,1.05,4.141,0.8300000000000001,0.5825,1.59549,9.08,11.940000000000001,9.3,1.116,24.700000000000003
5.670000000000001,0.8740000000000001,4.218,0.9400000000000001,0.5605,1.597118,9.850000000000001,13.26,3.8000000000000003,1.226,10.4
3.25,0.8740000000000001,4.207000000000001,0.731,0.5825,1.5954460000000001,8.420000000000002,11.610000000000001,45.6,1.094,75.30000000000001
2.04,1.259,3.668,0.621,0.5924,1.595358,11.5,11.17,9.3,1.017,26.900000000000002
4.9,0.698,4.1080000000000005,1.061,0.6144000000000001,1.59956,13.15,11.610000000000001,4.9,1.567,25.8
4.13,0.962,4.0200000000000005,1.0830000000000002,0.6155,1.6011,13.26,10.62,36.800000000000004,1.545,108.30000000000001
2.59,1.193,4.152,0.588,0.5836,1.59637,8.97,10.950000000000001,17.0,1.094,30.200000000000003
2.9200000000000004,0.841,3.8220000000000005,1.0830000000000002,0.5660000000000001,1.5952920000000002,12.71,12.490000000000002,3.8000000000000003,1.413,11.5
2.2600000000000002,0.841,4.097,1.017,0.5682,1.59813,11.17,11.5,14.8,1.226,36.800000000000004
3.25,1.094,4.229000000000001,0.643,0.6067,1.5976350000000001,8.86,10.840000000000002,26.900000000000002,1.171,73.10000000000001
2.37,0.929,3.9760000000000004,0.632,0.6067,1.5955560000000002,8.97,10.840000000000002,21.400000000000002,1.0390000000000001,30.200000000000003
3.25,0.786,4.24,0.8740000000000001,0.5803,1.595534,9.52,12.930000000000001,18.1,1.358,52.2
3.4700000000000006,0.9730000000000001,4.284000000000001,0.9400000000000001,0.5902000000000001,1.594918,8.86,13.92,7.1000000000000005,1.094,12.600000000000001
3.58,0.731,4.042000000000001,1.0390000000000001,0.5968,1.5969200000000001,12.490000000000002,13.370000000000001,12.600000000000001,1.2480000000000002,35.7
3.03,0.907,3.987,0.9730000000000001,0.5693,1.59505,9.740000000000002,12.82,13.700000000000001,1.391,21.400000000000002
2.8100000000000005,0.9730000000000001,4.086,0.841,0.5759,1.59538,8.86,11.39,14.8,1.094,81.9
2.7,1.127,3.8440000000000003,0.775,0.6144000000000001,1.59593,11.39,11.610000000000001,13.700000000000001,1.4900000000000002,98.4
2.7,1.314,4.1080000000000005,0.599,0.5737,1.593598,9.52,13.480000000000002,6.0,1.127,11.5
3.25,1.3195000000000001,4.0200000000000005,0.698,0.5847,1.597129,10.290000000000001,11.17,17.0,1.017,53.300000000000004
2.8100000000000005,1.1324999999999998,4.119,0.742,0.5847,1.59637,9.41,10.62,13.700000000000001,1.061,72.0
3.14,0.8740000000000001,3.9320000000000004,1.05,0.5726,1.6,13.92,10.62,11.5,1.798,23.6
2.1500000000000004,0.863,4.119,0.9510000000000001,0.5616,1.5933560000000002,9.190000000000001,12.600000000000001,7.1000000000000005,1.2810000000000001,39.0
2.59,1.094,4.086,0.786,0.5979,1.5959960000000002,8.97,11.17,25.8,1.149,162.20000000000002
3.3600000000000003,1.1600000000000001,4.141,0.643,0.5935,1.59824,9.63,10.62,7.1000000000000005,1.149,26.900000000000002
2.37,0.929,3.9760000000000004,0.632,0.6067,1.5955560000000002,8.97,10.840000000000002,21.400000000000002,1.0390000000000001,30.200000000000003
2.37,1.336,3.69,1.2480000000000002,0.9554,1.5961720000000001,10.51,10.51,20.3,1.9630000000000003,70.9
2.2600000000000002,1.3415000000000001,4.119,0.544,0.5858,1.5978,10.51,11.17,4.9,1.094,15.900000000000002
2.7,1.116,4.207000000000001,0.632,0.5902000000000001,1.5967,9.08,10.840000000000002,8.200000000000001,1.05,31.300000000000004
2.9200000000000004,1.105,4.1080000000000005,0.731,0.5781000000000001,1.5960400000000001,8.86,11.17,8.200000000000001,1.105,31.300000000000004
2.4800000000000004,1.5505,4.13,0.555,0.5825,1.595776,10.180000000000001,11.06,6.0,0.984,21.400000000000002
2.37,0.896,4.306,0.841,0.5869,1.5968760000000002,8.86,10.950000000000001,29.1,1.182,72.0
2.59,1.072,4.273000000000001,0.775,0.5891,1.59824,9.08,10.4,15.900000000000002,1.215,42.300000000000004
2.04,0.841,4.196,1.0060000000000002,0.5649,1.5962600000000002,10.07,11.610000000000001,12.600000000000001,1.336,28.000000000000004
2.7,1.391,4.361000000000001,0.555,0.577,1.595182,7.98,12.380000000000003,7.1000000000000005,1.226,15.900000000000002
2.59,1.182,4.372,0.731,0.5869,1.5967,7.870000000000001,10.730000000000002,9.3,1.138,68.7
4.68,1.193,4.1080000000000005,0.632,0.6089,1.5965900000000002,7.98,10.950000000000001,18.1,1.171,139.10000000000002
2.59,1.2535000000000003,4.1739999999999995,0.5,0.6089,1.5956660000000003,8.200000000000001,11.17,10.4,1.1600000000000001,24.700000000000003
4.0200000000000005,0.9510000000000001,3.9650000000000003,1.105,0.5836,1.59956,11.940000000000001,11.39,24.700000000000003,1.479,59.900000000000006
2.755,0.819,4.086,0.863,0.5693,1.5946760000000002,10.51,13.370000000000001,14.8,1.424,30.200000000000003
2.04,1.05,4.196,0.5,0.5627,1.593928,7.1000000000000005,10.950000000000001,17.0,0.9950000000000001,29.1
4.24,0.9730000000000001,4.196,0.8300000000000001,0.5869,1.5976679999999999,9.63,12.05,8.200000000000001,1.171,37.900000000000006
2.4800000000000004,0.7530000000000001,3.9540000000000006,1.127,0.5814,1.5979100000000002,13.26,11.39,3.8000000000000003,1.27,9.3
2.37,1.0830000000000002,4.119,0.577,0.5781000000000001,1.59461,8.31,12.380000000000003,17.0,1.226,26.900000000000002
2.1500000000000004,0.698,4.042000000000001,1.028,0.5748,1.59703,12.71,11.610000000000001,8.200000000000001,1.2040000000000002,17.0
3.03,0.797,4.24,0.8740000000000001,0.555,1.59461,8.75,12.600000000000001,4.9,1.2040000000000002,9.3
3.69,1.0060000000000002,4.163,0.984,0.5715,1.596414,11.5,13.92,4.9,1.182,9.3
3.69,0.896,4.053000000000001,1.2040000000000002,0.6342,1.5978,11.72,14.250000000000002,11.5,1.226,45.6
3.03,0.9510000000000001,4.064,0.907,0.6001,1.5976460000000001,11.06,12.05,11.5,1.116,25.8
2.2600000000000002,1.171,4.086,0.819,0.6254,1.59714,9.08,10.51,10.4,2.216,32.400000000000006
3.3600000000000003,1.292,4.24,0.687,0.6056,1.59758,9.190000000000001,10.950000000000001,22.5,1.0830000000000002,42.300000000000004
2.8100000000000005,1.017,3.987,0.9730000000000001,0.6881,1.59802,12.380000000000003,12.380000000000003,30.200000000000003,1.336,73.10000000000001
7.320000000000001,0.9510000000000001,4.031000000000001,0.9950000000000001,0.5781000000000001,1.5967220000000002,11.5,13.480000000000002,7.1000000000000005,1.0390000000000001,15.900000000000002
3.03,0.8520000000000001,4.273000000000001,0.7530000000000001,0.5726,1.5954679999999999,8.530000000000001,11.610000000000001,39.0,1.182,77.5
2.59,1.27,4.24,0.5660000000000001,0.5869,1.595908,9.08,12.490000000000002,22.5,1.259,39.0
2.8100000000000005,0.896,4.24,1.0060000000000002,0.5814,1.5948740000000001,8.420000000000002,12.600000000000001,26.900000000000002,1.435,48.900000000000006
3.03,1.237,4.284000000000001,0.5,0.5913,1.597448,8.31,10.840000000000002,20.3,1.094,30.200000000000003
7.76,1.4900000000000002,4.042000000000001,0.8740000000000001,0.6232,1.6031790000000001,12.27,10.730000000000002,25.8,1.2480000000000002,109.4
4.13,0.885,4.152,1.0390000000000001,0.577,1.60033,13.15,12.600000000000001,11.5,1.5010000000000001,41.2
2.4800000000000004,1.094,4.13,0.5660000000000001,0.555,1.591596,7.1000000000000005,12.105000000000002,42.300000000000004,1.05,98.4
3.69,1.061,4.339,0.775,0.5847,1.59714,9.190000000000001,13.81,23.6,1.556,50.00000000000001
3.14,1.094,4.0200000000000005,0.962,0.5891,1.5967,11.06,13.040000000000001,28.000000000000004,1.2810000000000001,57.7
6.550000000000001,1.028,4.207000000000001,0.577,0.5979,1.596524,8.420000000000002,12.82,11.5,1.2480000000000002,20.3
6.88,1.314,3.9540000000000006,0.7090000000000001,0.6221,1.598658,11.39,10.840000000000002,36.800000000000004,1.105,84.10000000000001
3.58,1.127,4.251,0.5,0.5891,1.594698,8.09,12.380000000000003,23.6,1.072,45.6
3.9100000000000006,1.2040000000000002,4.1080000000000005,0.7530000000000001,0.6045,1.5997800000000002,10.51,11.17,14.8,1.149,42.300000000000004
2.8100000000000005,0.742,4.251,0.764,0.5858,1.5989000000000002,10.51,11.830000000000002,1.6,1.457,31.300000000000004
2.04,1.017,4.295,0.5,0.5605,1.59142,7.430000000000001,14.030000000000001,30.200000000000003,1.028,36.800000000000004
2.8100000000000005,1.2205000000000001,4.207000000000001,0.676,0.5814,1.5956660000000003,8.200000000000001,11.17,9.3,1.105,28.000000000000004
2.4800000000000004,1.237,3.9760000000000004,0.786,0.9411,1.5965900000000002,8.530000000000001,10.840000000000002,18.1,1.754,56.6
5.175000000000001,1.8035,4.493,0.5,0.6067,1.5962600000000002,8.64,12.27,6.0,1.094,15.900000000000002
1.4900000000000002,0.698,3.6790000000000003,0.907,0.5539000000000001,1.5890770000000003,9.3,14.47,40.1,0.984,120.4
2.9200000000000004,1.127,4.13,0.786,0.5660000000000001,1.59549,9.52,11.610000000000001,31.300000000000004,0.9730000000000001,72.0
2.2600000000000002,1.028,4.394,0.544,0.5594,1.59197,6.220000000000001,13.92,21.400000000000002,1.182,117.10000000000001
3.03,0.8520000000000001,3.9540000000000006,0.962,0.5825,1.593774,9.850000000000001,13.480000000000002,13.700000000000001,1.2810000000000001,21.400000000000002
2.37,1.116,4.394,0.599,0.5583,1.5934220000000001,7.320000000000001,12.930000000000001,26.900000000000002,1.1600000000000001,35.7
2.7,0.962,4.5920000000000005,0.764,0.5660000000000001,1.59087,6.0,15.900000000000002,21.400000000000002,1.314,55.50000000000001
12.27,1.1655,4.295,0.632,0.5803,1.5992300000000002,8.09,10.840000000000002,44.5,1.072,91.80000000000001
2.9200000000000004,1.138,4.449,0.5,0.61,1.5949840000000002,7.76,13.040000000000001,55.50000000000001,1.2480000000000002,69.80000000000001
6.66,0.9400000000000001,4.218,0.8520000000000001,0.5957,1.59901,10.290000000000001,12.05,11.5,1.347,52.2
2.8100000000000005,0.896,4.141,1.072,0.6221,1.595248,10.4,12.930000000000001,6.0,1.182,11.5
2.8100000000000005,1.061,4.2620000000000005,0.808,0.5957,1.5978,8.97,10.62,25.8,1.314,59.900000000000006
3.69,0.819,4.328,0.9400000000000001,0.6078,1.60066,11.5,11.17,11.5,1.5010000000000001,29.1
3.25,1.149,4.3500000000000005,0.5,0.6023000000000001,1.60022,9.52,10.730000000000002,21.400000000000002,1.215,64.30000000000001
2.4800000000000004,1.116,4.009,0.7090000000000001,0.6144000000000001,1.5960400000000001,9.08,10.950000000000001,13.700000000000001,1.5230000000000001,52.2
2.59,0.731,4.196,1.072,0.599,1.596128,9.850000000000001,11.940000000000001,10.4,1.237,25.8
2.9200000000000004,0.896,3.8440000000000003,1.149,0.6672,1.5984600000000002,12.16,10.840000000000002,7.1000000000000005,1.6550000000000002,20.3
2.4800000000000004,1.292,4.295,0.5,0.6353,1.5958970000000001,8.31,11.280000000000001,7.1000000000000005,1.138,15.900000000000002
2.7,1.05,3.9760000000000004,0.962,0.5759,1.59802,11.830000000000002,13.15,23.6,1.292,56.6
2.59,0.786,3.9980000000000007,1.017,0.5858,1.5973600000000001,12.05,12.490000000000002,7.1000000000000005,1.6440000000000001,26.900000000000002
2.7,0.918,4.163,0.731,0.588,1.59571,8.530000000000001,10.950000000000001,8.200000000000001,1.017,39.0
3.25,0.8740000000000001,4.1850000000000005,0.863,0.5704,1.5947200000000001,8.530000000000001,13.81,23.6,1.347,41.2
4.24,0.863,4.13,1.0390000000000001,0.6023000000000001,1.60022,13.480000000000002,12.27,59.900000000000006,1.336,88.5
3.03,1.3800000000000001,4.24,0.621,0.5924,1.59769,9.96,11.39,13.700000000000001,1.028,34.6
8.200000000000001,1.215,4.218,0.698,0.5968,1.599065,8.75,10.840000000000002,30.200000000000003,1.347,103.9
2.9200000000000004,1.226,4.581,0.5,0.5957,1.5931579999999999,6.66,14.580000000000002,3.8000000000000003,1.193,12.600000000000001
2.59,1.171,4.13,0.786,0.5803,1.5957320000000002,8.75,11.280000000000001,26.900000000000002,1.0830000000000002,97.30000000000001
3.03,1.149,4.207000000000001,0.929,0.6045,1.5984600000000002,10.290000000000001,11.830000000000002,6.0,1.138,24.700000000000003
2.4800000000000004,1.1600000000000001,4.317,0.5,0.5814,1.5969200000000001,8.31,11.39,18.1,1.27,37.900000000000006
2.9200000000000004,0.896,4.427,0.764,0.6045,1.59406,7.320000000000001,13.370000000000001,21.400000000000002,1.127,46.7
3.8000000000000003,0.9510000000000001,4.086,1.072,0.588,1.6001100000000001,13.15,12.600000000000001,32.400000000000006,1.468,61.00000000000001
2.9200000000000004,0.8465,4.097,0.9400000000000001,0.5869,1.5946320000000003,9.96,13.590000000000002,3.8000000000000003,1.237,7.1000000000000005
